Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Payment Method,Review Rating
3978,Jumpsuit,173.0,3/11/2023,Cash,3 to 4
4094,Boots,127.0,6/5/2023,Credit Card,2 to 3
4071,Umbrella,,2/16/2023,Cash,4 to 5
3979,Loafers,137.0,12/30/2022,Credit Card,1 to 2
4088,Tie,14.0,11/17/2022,Credit Card,4 to 5
4057,Romper,157.0,4/20/2023,Credit Card,1 to 2
4006,Overalls,46.0,2/21/2023,Cash,No Rating
4082,Hat,10.0,1/30/2023,Cash,4 to 5
4038,Bowtie,71.0,3/15/2023,Cash,1 to 2
4111,Raincoat,57.0,7/31/2023,Credit Card,3 to 4
4111,Overalls,31.0,8/6/2023,Credit Card,4 to 5
4087,Trench Coat,102.0,10/10/2022,Cash,3 to 4
3971,Cardigan,,10/18/2022,Cash,4 to 5
4049,Sneakers,139.0,7/26/2023,Credit Card,1 to 2
4058,Belt,139.0,1/22/2023,Cash,3 to 4
3994,Flannel Shirt,109.0,6/3/2023,Credit Card,4 to 5
4066,Romper,21.0,7/2/2023,Cash,No Rating
4051,Gloves,105.0,11/10/2022,Credit Card,2 to 3
4055,Blazer,14.0,2/13/2023,Cash,No Rating
4052,Handbag,27.0,9/11/2023,Cash,1 to 2
3960,Hoodie,197.0,5/8/2023,Cash,1 to 2
4029,Blazer,36.0,10/27/2022,Cash,1 to 2
4045,Tie,198.0,3/7/2023,Cash,3 to 4
4046,Jumpsuit,44.0,6/9/2023,Cash,2 to 3
4035,Leggings,,8/29/2023,Credit Card,4 to 5
4071,Hoodie,174.0,8/23/2023,Credit Card,2 to 3
4100,Handbag,,4/30/2023,Credit Card,3 to 4
3979,Hoodie,128.0,11/19/2022,Credit Card,1 to 2
4012,Jacket,132.0,3/1/2023,Cash,4 to 5
4070,Camisole,44.0,1/23/2023,Cash,2 to 3
4063,Boots,,5/23/2023,Credit Card,1 to 2
4070,Hoodie,127.0,6/17/2023,Credit Card,2 to 3
4030,Coat,,6/26/2023,Cash,3 to 4
3998,Sunglasses,61.0,2/13/2023,Credit Card,2 to 3
4065,Sweater,90.0,2/20/2023,Cash,1 to 2
4063,Hoodie,141.0,1/18/2023,Credit Card,3 to 4
3992,Poncho,149.0,5/24/2023,Cash,1 to 2
4107,Cardigan,19.0,10/28/2022,Credit Card,2 to 3
4110,Sun Hat,58.0,4/22/2023,Cash,3 to 4
3979,Kimono,22.0,4/12/2023,Credit Card,4 to 5
3993,T-shirt,94.0,11/13/2022,Cash,2 to 3
4010,Belt,104.0,7/6/2023,Credit Card,1 to 2
4034,Umbrella,112.0,5/21/2023,Credit Card,2 to 3
4078,Trench Coat,108.0,8/31/2023,Credit Card,4 to 5
4091,Camisole,57.0,3/30/2023,Cash,1 to 2
4042,Blouse,137.0,5/2/2023,Credit Card,1 to 2
3973,Onesie,142.0,2/10/2023,Cash,No Rating
4108,Kimono,31.0,5/2/2023,Cash,2 to 3
4053,Trench Coat,30.0,5/29/2023,Cash,1 to 2
3979,Umbrella,56.0,12/8/2022,Credit Card,3 to 4
3958,Umbrella,92.0,9/14/2023,Credit Card,2 to 3
4061,Polo Shirt,,4/18/2023,Cash,4 to 5
4120,Tank Top,85.0,1/29/2023,Cash,2 to 3
4026,Shorts,164.0,4/26/2023,Credit Card,1 to 2
4063,Vest,52.0,7/12/2023,Cash,3 to 4
4001,T-shirt,99.0,11/5/2022,Credit Card,3 to 4
4099,Flip-Flops,196.0,4/8/2023,Credit Card,4 to 5
4075,Socks,100.0,9/4/2023,Credit Card,4 to 5
4102,Poncho,121.0,3/3/2023,Credit Card,4 to 5
3992,T-shirt,24.0,9/22/2023,Credit Card,2 to 3
4008,Romper,,11/15/2022,Cash,4 to 5
4004,Belt,103.0,6/24/2023,Cash,2 to 3
4054,Tank Top,183.0,4/10/2023,Credit Card,4 to 5
4031,Polo Shirt,,6/23/2023,Credit Card,No Rating
4098,Poncho,,8/9/2023,Credit Card,3 to 4
4082,Raincoat,183.0,7/21/2023,Credit Card,4 to 5
3967,Boots,18.0,10/19/2022,Cash,4 to 5
4034,Poncho,,11/1/2022,Cash,No Rating
4106,Wallet,175.0,12/17/2022,Credit Card,1 to 2
4034,Flannel Shirt,108.0,5/21/2023,Cash,4 to 5
4083,Umbrella,18.0,6/2/2023,Cash,4 to 5
4100,Loafers,183.0,9/23/2023,Credit Card,4 to 5
4075,Dress,104.0,12/26/2022,Credit Card,2 to 3
4014,Loafers,29.0,7/24/2023,Cash,4 to 5
3963,Bowtie,145.0,11/27/2022,Cash,No Rating
3957,Coat,90.0,10/7/2022,Credit Card,2 to 3
3996,Umbrella,73.0,6/23/2023,Cash,1 to 2
4024,Tunic,16.0,3/8/2023,Cash,4 to 5
4033,Flannel Shirt,137.0,3/22/2023,Cash,2 to 3
4120,Gloves,153.0,10/22/2022,Cash,3 to 4
4119,Hat,,9/24/2023,Cash,No Rating
4077,Jacket,190.0,5/22/2023,Credit Card,2 to 3
3988,Swimsuit,166.0,8/30/2023,Credit Card,3 to 4
4030,Blouse,135.0,7/16/2023,Cash,3 to 4
4063,Trench Coat,44.0,4/17/2023,Credit Card,1 to 2
4002,Raincoat,125.0,10/12/2022,Credit Card,2 to 3
4082,Sweater,,2/27/2023,Credit Card,No Rating
4122,Belt,32.0,1/30/2023,Cash,4 to 5
4019,Kimono,91.0,4/6/2023,Cash,2 to 3
3964,Pajamas,191.0,4/30/2023,Credit Card,2 to 3
3987,Coat,,5/9/2023,Credit Card,1 to 2
4027,Swimsuit,86.0,10/19/2022,Cash,3 to 4
4083,Shorts,192.0,3/23/2023,Cash,3 to 4
3974,Trousers,189.0,10/20/2022,Cash,3 to 4
4110,Umbrella,102.0,1/26/2023,Credit Card,1 to 2
4049,Boots,41.0,9/28/2023,Cash,3 to 4
4105,Polo Shirt,45.0,2/5/2023,Cash,2 to 3
4080,Jumpsuit,136.0,5/17/2023,Cash,3 to 4
4101,Shorts,,2/15/2023,Cash,4 to 5
4068,Cardigan,104.0,5/7/2023,Credit Card,3 to 4
4023,Blazer,151.0,8/1/2023,Credit Card,2 to 3
4117,Onesie,,6/19/2023,Cash,2 to 3
4078,Cardigan,26.0,2/4/2023,Credit Card,2 to 3
3987,Sandals,193.0,1/18/2023,Credit Card,4 to 5
4052,Scarf,144.0,10/15/2022,Cash,1 to 2
4088,T-shirt,114.0,4/22/2023,Credit Card,4 to 5
4104,Poncho,28.0,6/6/2023,Credit Card,2 to 3
3961,Handbag,,8/28/2023,Cash,3 to 4
4023,Sunglasses,28.0,5/15/2023,Credit Card,4 to 5
3998,Vest,184.0,9/7/2023,Cash,3 to 4
4105,Scarf,42.0,1/18/2023,Credit Card,2 to 3
3971,Blazer,151.0,10/13/2022,Credit Card,4 to 5
3994,Backpack,56.0,4/27/2023,Cash,3 to 4
4038,Trench Coat,43.0,5/31/2023,Cash,4 to 5
4075,Dress,24.0,9/25/2023,Credit Card,3 to 4
3991,Overalls,142.0,12/2/2022,Credit Card,4 to 5
4048,Flip-Flops,,7/9/2023,Credit Card,3 to 4
3998,Kimono,,12/10/2022,Credit Card,2 to 3
3970,Sweater,191.0,1/3/2023,Cash,3 to 4
4026,Raincoat,142.0,1/3/2023,Credit Card,4 to 5
4049,T-shirt,30.0,5/5/2023,Credit Card,3 to 4
4064,Flip-Flops,172.0,4/30/2023,Credit Card,4 to 5
4119,Overalls,80.0,6/2/2023,Cash,3 to 4
4048,Trousers,,7/23/2023,Credit Card,3 to 4
3969,Blazer,146.0,8/26/2023,Cash,No Rating
4031,Raincoat,,2/22/2023,Cash,1 to 2
4031,Skirt,161.0,11/12/2022,Credit Card,1 to 2
4092,T-shirt,49.0,8/12/2023,Credit Card,4 to 5
4120,Raincoat,,10/10/2022,Cash,4 to 5
3976,Camisole,164.0,6/21/2023,Credit Card,4 to 5
4088,Hat,154.0,5/21/2023,Cash,4 to 5
4006,Vest,,6/19/2023,Credit Card,2 to 3
4117,Raincoat,30.0,8/29/2023,Credit Card,No Rating
4003,T-shirt,,6/18/2023,Credit Card,4 to 5
3981,Skirt,157.0,5/10/2023,Cash,4 to 5
4110,Belt,63.0,3/19/2023,Credit Card,4 to 5
3999,Kimono,116.0,1/21/2023,Cash,2 to 3
4096,Socks,17.0,6/16/2023,Credit Card,2 to 3
4039,Hoodie,170.0,3/19/2023,Credit Card,4 to 5
4037,Flannel Shirt,174.0,9/13/2023,Credit Card,2 to 3
4034,Trench Coat,133.0,8/4/2023,Credit Card,3 to 4
4026,Pants,185.0,10/25/2022,Credit Card,1 to 2
4049,Tie,126.0,4/18/2023,Cash,1 to 2
3981,Shorts,,5/31/2023,Cash,3 to 4
4093,Kimono,,1/15/2023,Cash,2 to 3
4105,T-shirt,133.0,7/22/2023,Credit Card,2 to 3
4047,Pants,97.0,5/2/2023,Cash,3 to 4
3993,Jumpsuit,90.0,1/14/2023,Credit Card,4 to 5
3960,Wallet,91.0,3/6/2023,Credit Card,3 to 4
3992,Sandals,98.0,9/15/2023,Credit Card,2 to 3
4089,Gloves,43.0,12/27/2022,Cash,3 to 4
4029,Onesie,141.0,9/23/2023,Credit Card,3 to 4
4052,Vest,91.0,6/22/2023,Cash,3 to 4
4081,Swimsuit,41.0,9/22/2023,Credit Card,2 to 3
4062,Blazer,73.0,8/14/2023,Cash,1 to 2
4044,Swimsuit,,6/16/2023,Cash,No Rating
3998,Belt,,6/5/2023,Credit Card,4 to 5
3983,Hat,167.0,4/24/2023,Credit Card,2 to 3
4012,Polo Shirt,50.0,10/14/2022,Credit Card,3 to 4
3996,Sneakers,157.0,3/12/2023,Credit Card,4 to 5
4085,Skirt,58.0,8/24/2023,Credit Card,4 to 5
4013,Bowtie,137.0,3/16/2023,Cash,4 to 5
4005,Wallet,129.0,10/13/2022,Credit Card,3 to 4
4100,Bowtie,88.0,9/10/2023,Credit Card,No Rating
4114,Coat,33.0,8/24/2023,Credit Card,2 to 3
4091,Blouse,139.0,3/5/2023,Credit Card,No Rating
4093,Raincoat,71.0,7/21/2023,Cash,3 to 4
4098,Poncho,100.0,12/11/2022,Cash,2 to 3
3986,Belt,,12/12/2022,Cash,4 to 5
4063,T-shirt,162.0,12/1/2022,Credit Card,1 to 2
4074,Raincoat,177.0,9/22/2023,Cash,1 to 2
3976,Romper,83.0,5/23/2023,Credit Card,No Rating
3986,Socks,37.0,11/1/2022,Credit Card,1 to 2
3990,Shorts,77.0,2/13/2023,Credit Card,4 to 5
3961,Socks,113.0,8/29/2023,Cash,3 to 4
4079,Cardigan,112.0,7/16/2023,Cash,2 to 3
4046,Dress,,5/6/2023,Credit Card,3 to 4
4036,Blouse,102.0,9/25/2023,Cash,4 to 5
4049,Vest,28.0,11/10/2022,Credit Card,3 to 4
3992,Tie,125.0,7/8/2023,Cash,4 to 5
4070,Poncho,81.0,4/25/2023,Cash,2 to 3
4109,Trousers,169.0,9/16/2023,Credit Card,4 to 5
4090,Dress,40.0,5/16/2023,Credit Card,2 to 3
4044,Coat,,10/17/2022,Cash,4 to 5
4001,Wallet,,4/28/2023,Credit Card,4 to 5
4034,Socks,96.0,4/20/2023,Credit Card,1 to 2
3964,Onesie,103.0,1/15/2023,Cash,1 to 2
3987,Wallet,60.0,1/5/2023,Cash,4 to 5
4013,Sneakers,112.0,11/2/2022,Credit Card,2 to 3
3989,Shorts,21.0,11/6/2022,Credit Card,4 to 5
3993,Tie,,4/25/2023,Credit Card,3 to 4
4015,Kimono,131.0,12/24/2022,Cash,3 to 4
4035,Sun Hat,48.0,7/24/2023,Credit Card,4 to 5
3989,Kimono,141.0,9/13/2023,Credit Card,3 to 4
4010,Umbrella,,10/9/2022,Credit Card,No Rating
3990,Romper,91.0,6/1/2023,Cash,2 to 3
3977,Blouse,,1/8/2023,Credit Card,4 to 5
4065,Leggings,199.0,7/26/2023,Credit Card,3 to 4
3985,Tunic,161.0,7/26/2023,Cash,1 to 2
3976,Tunic,140.0,12/31/2022,Credit Card,4 to 5
3961,Jumpsuit,191.0,6/19/2023,Cash,3 to 4
4080,Vest,131.0,8/13/2023,Credit Card,No Rating
4067,Trench Coat,104.0,11/12/2022,Credit Card,3 to 4
3967,Camisole,38.0,9/11/2023,Credit Card,3 to 4
4007,Poncho,159.0,7/19/2023,Cash,2 to 3
3984,Pajamas,195.0,7/3/2023,Cash,4 to 5
3965,Blouse,171.0,12/22/2022,Cash,1 to 2
4088,Shorts,,6/10/2023,Cash,3 to 4
4108,Skirt,177.0,12/2/2022,Cash,2 to 3
3972,Jeans,158.0,7/16/2023,Cash,4 to 5
4077,Blouse,194.0,12/19/2022,Credit Card,1 to 2
3987,Pants,,5/4/2023,Cash,3 to 4
4021,Raincoat,144.0,9/26/2023,Cash,0 to 1
3968,Trench Coat,168.0,3/16/2023,Cash,3 to 4
3973,T-shirt,107.0,1/14/2023,Credit Card,1 to 2
4034,Jumpsuit,,1/29/2023,Credit Card,3 to 4
3959,Umbrella,18.0,5/27/2023,Credit Card,3 to 4
3981,Boots,189.0,11/17/2022,Credit Card,1 to 2
3988,Sweater,,5/24/2023,Credit Card,3 to 4
4111,Umbrella,,10/5/2022,Credit Card,1 to 2
4009,Trousers,48.0,7/2/2023,Credit Card,2 to 3
4107,Belt,62.0,5/6/2023,Credit Card,1 to 2
4008,Loafers,166.0,3/8/2023,Credit Card,3 to 4
4004,Poncho,198.0,8/10/2023,Cash,2 to 3
4046,T-shirt,190.0,2/13/2023,Cash,3 to 4
3964,Belt,,12/28/2022,Credit Card,2 to 3
3980,Onesie,93.0,4/27/2023,Cash,No Rating
3994,Cardigan,132.0,7/29/2023,Credit Card,3 to 4
4028,Cardigan,90.0,2/28/2023,Credit Card,2 to 3
4105,Kimono,127.0,12/21/2022,Credit Card,2 to 3
4046,Hoodie,97.0,10/17/2022,Cash,4 to 5
4047,Tunic,183.0,1/15/2023,Cash,2 to 3
3998,Belt,194.0,9/23/2023,Credit Card,3 to 4
4085,Boots,187.0,7/31/2023,Cash,No Rating
4113,Flip-Flops,133.0,7/3/2023,Credit Card,4 to 5
4018,Pants,,9/18/2023,Cash,No Rating
4086,Camisole,152.0,9/7/2023,Credit Card,1 to 2
4102,Trench Coat,86.0,1/30/2023,Cash,3 to 4
3974,Hat,190.0,11/15/2022,Credit Card,No Rating
3982,Boots,190.0,9/12/2023,Cash,1 to 2
4105,Sneakers,132.0,1/31/2023,Credit Card,3 to 4
3960,Jumpsuit,194.0,3/18/2023,Cash,4 to 5
4092,Shorts,41.0,3/5/2023,Credit Card,3 to 4
4012,Sandals,149.0,9/18/2023,Credit Card,1 to 2
4006,Tank Top,111.0,8/25/2023,Credit Card,4 to 5
4029,Boots,47.0,8/5/2023,Credit Card,3 to 4
4000,Wallet,83.0,9/21/2023,Cash,4 to 5
4094,Belt,30.0,10/11/2022,Cash,4 to 5
3958,Socks,123.0,11/28/2022,Cash,1 to 2
3982,Onesie,132.0,2/23/2023,Cash,1 to 2
4011,Romper,147.0,4/3/2023,Credit Card,No Rating
4086,Skirt,153.0,7/18/2023,Credit Card,4 to 5
4078,Tank Top,45.0,8/10/2023,Credit Card,4 to 5
4050,Camisole,,5/4/2023,Cash,2 to 3
4107,Trench Coat,71.0,5/20/2023,Cash,1 to 2
4004,Flip-Flops,181.0,10/15/2022,Credit Card,4 to 5
4069,Hat,67.0,4/14/2023,Cash,3 to 4
3984,Socks,23.0,8/4/2023,Credit Card,4 to 5
4003,Slippers,,1/1/2023,Cash,4 to 5
4047,Handbag,130.0,11/3/2022,Credit Card,2 to 3
4054,Handbag,,8/13/2023,Credit Card,1 to 2
4065,Pants,11.0,3/25/2023,Credit Card,2 to 3
4011,Gloves,50.0,7/4/2023,Credit Card,1 to 2
4088,Shorts,131.0,5/14/2023,Cash,1 to 2
4015,Blouse,61.0,1/7/2023,Credit Card,2 to 3
4061,Vest,83.0,10/3/2022,Cash,4 to 5
3985,Dress,175.0,4/8/2023,Credit Card,4 to 5
4037,Sneakers,,2/11/2023,Cash,4 to 5
3988,Socks,176.0,8/8/2023,Cash,No Rating
4076,Pants,146.0,6/30/2023,Credit Card,3 to 4
3985,Belt,19.0,12/24/2022,Cash,3 to 4
4090,Jeans,54.0,2/18/2023,Cash,3 to 4
3991,Flip-Flops,55.0,1/28/2023,Cash,3 to 4
4083,Socks,19.0,7/16/2023,Credit Card,2 to 3
4049,Hoodie,111.0,6/21/2023,Cash,1 to 2
4030,Sweater,57.0,2/21/2023,Cash,2 to 3
4099,Pajamas,84.0,9/4/2023,Cash,1 to 2
3967,Tie,12.0,2/4/2023,Credit Card,No Rating
3978,Flannel Shirt,164.0,10/29/2022,Cash,3 to 4
4040,Blazer,,9/24/2023,Cash,2 to 3
4083,Tank Top,82.0,12/16/2022,Cash,4 to 5
3986,Handbag,174.0,9/22/2023,Credit Card,3 to 4
4055,Gloves,136.0,9/14/2023,Credit Card,1 to 2
4029,Gloves,44.0,11/9/2022,Credit Card,2 to 3
4073,Trousers,129.0,5/28/2023,Cash,4 to 5
4110,Belt,38.0,7/4/2023,Credit Card,3 to 4
4036,Onesie,197.0,11/28/2022,Cash,3 to 4
4070,Sweater,75.0,5/2/2023,Cash,No Rating
4014,Trench Coat,13.0,5/31/2023,Credit Card,1 to 2
4098,Belt,85.0,6/16/2023,Credit Card,1 to 2
4061,Backpack,59.0,10/4/2022,Cash,4 to 5
4031,Sweater,,4/17/2023,Cash,3 to 4
4066,Blazer,113.0,8/22/2023,Cash,2 to 3
4005,Shorts,141.0,4/12/2023,Cash,4 to 5
3974,Sneakers,112.0,8/26/2023,Credit Card,No Rating
4078,Swimsuit,57.0,2/17/2023,Credit Card,4 to 5
4051,Sneakers,132.0,9/6/2023,Cash,1 to 2
4002,Raincoat,73.0,1/23/2023,Credit Card,1 to 2
3960,Romper,,9/14/2023,Cash,1 to 2
4082,Tie,124.0,11/29/2022,Cash,1 to 2
3983,Boots,94.0,3/26/2023,Cash,4 to 5
4058,Leggings,195.0,8/28/2023,Cash,No Rating
4069,Sweater,76.0,6/29/2023,Credit Card,4 to 5
4090,Hat,187.0,7/25/2023,Credit Card,4 to 5
3978,Dress,180.0,10/28/2022,Cash,4 to 5
3987,T-shirt,,11/23/2022,Credit Card,4 to 5
3993,Sweater,113.0,4/14/2023,Credit Card,No Rating
4058,Wallet,190.0,8/31/2023,Credit Card,1 to 2
4059,Poncho,186.0,2/8/2023,Cash,4 to 5
4108,Leggings,,7/26/2023,Credit Card,3 to 4
3983,Scarf,85.0,9/3/2023,Cash,3 to 4
4000,Cardigan,66.0,12/13/2022,Credit Card,4 to 5
3973,Onesie,44.0,9/1/2023,Credit Card,2 to 3
4050,Sneakers,126.0,6/20/2023,Credit Card,2 to 3
4007,Loafers,165.0,11/18/2022,Cash,2 to 3
4043,Skirt,189.0,3/19/2023,Credit Card,4 to 5
4008,Belt,130.0,10/2/2022,Credit Card,3 to 4
4109,Hat,180.0,1/12/2023,Credit Card,2 to 3
4060,Sandals,73.0,5/19/2023,Credit Card,2 to 3
3988,Kimono,162.0,10/25/2022,Cash,1 to 2
4016,Swimsuit,30.0,11/29/2022,Credit Card,1 to 2
4065,Trousers,145.0,6/2/2023,Credit Card,2 to 3
4084,Blazer,29.0,10/29/2022,Credit Card,2 to 3
4028,Shorts,38.0,8/4/2023,Cash,1 to 2
4105,Skirt,,12/20/2022,Cash,4 to 5
4108,Wallet,139.0,5/1/2023,Cash,3 to 4
4026,T-shirt,147.0,8/20/2023,Cash,3 to 4
4121,Umbrella,,3/3/2023,Cash,1 to 2
4059,Sun Hat,143.0,10/23/2022,Credit Card,4 to 5
4048,Jumpsuit,184.0,5/18/2023,Cash,3 to 4
4078,Blouse,159.0,10/26/2022,Credit Card,1 to 2
4111,Trousers,140.0,1/14/2023,Credit Card,2 to 3
4060,Swimsuit,24.0,10/17/2022,Credit Card,1 to 2
4081,Poncho,141.0,6/21/2023,Cash,1 to 2
4087,Swimsuit,154.0,8/20/2023,Cash,4 to 5
4028,Poncho,,7/5/2023,Cash,3 to 4
3994,Jumpsuit,88.0,10/18/2022,Credit Card,1 to 2
4073,Slippers,111.0,6/24/2023,Credit Card,1 to 2
3984,Flannel Shirt,10.0,8/25/2023,Credit Card,4 to 5
3988,Loafers,158.0,11/4/2022,Credit Card,1 to 2
4021,Swimsuit,,5/22/2023,Cash,3 to 4
4082,Boots,189.0,12/22/2022,Cash,2 to 3
4084,Backpack,,4/25/2023,Credit Card,4 to 5
4016,Sneakers,27.0,12/17/2022,Cash,1 to 2
4117,Scarf,130.0,6/29/2023,Cash,2 to 3
3991,Slippers,,12/25/2022,Cash,2 to 3
3964,Pajamas,44.0,8/5/2023,Cash,No Rating
3982,Hoodie,196.0,5/2/2023,Cash,1 to 2
3970,Skirt,117.0,7/10/2023,Credit Card,2 to 3
3974,Blouse,107.0,12/30/2022,Credit Card,1 to 2
4084,Handbag,106.0,8/31/2023,Cash,3 to 4
3963,Poncho,184.0,3/2/2023,Credit Card,1 to 2
4002,Loafers,148.0,3/4/2023,Credit Card,1 to 2
4054,Shorts,,6/28/2023,Credit Card,2 to 3
4111,Dress,40.0,3/18/2023,Cash,3 to 4
4040,Slippers,,10/17/2022,Cash,4 to 5
3996,Backpack,145.0,9/5/2023,Cash,1 to 2
4034,Socks,,10/11/2022,Credit Card,1 to 2
4116,Socks,10.0,5/24/2023,Credit Card,3 to 4
4116,Romper,86.0,12/16/2022,Cash,4 to 5
3981,Bowtie,194.0,6/23/2023,Credit Card,1 to 2
3976,Skirt,146.0,6/18/2023,Credit Card,3 to 4
4090,Jacket,68.0,9/4/2023,Credit Card,No Rating
4083,Polo Shirt,98.0,7/25/2023,Credit Card,4 to 5
4076,Flip-Flops,,3/24/2023,Credit Card,3 to 4
4008,Trousers,,7/18/2023,Credit Card,3 to 4
4032,Blazer,38.0,1/4/2023,Credit Card,3 to 4
4084,Camisole,,8/26/2023,Credit Card,3 to 4
4082,Onesie,167.0,8/29/2023,Cash,4 to 5
4086,Tunic,14.0,5/29/2023,Credit Card,4 to 5
4023,Socks,27.0,8/21/2023,Cash,3 to 4
4095,Polo Shirt,,2/20/2023,Cash,1 to 2
4044,Camisole,,11/16/2022,Cash,1 to 2
4095,Pants,190.0,11/9/2022,Cash,4 to 5
4096,Dress,72.0,5/4/2023,Cash,2 to 3
3961,Blouse,112.0,7/5/2023,Cash,No Rating
3965,Socks,148.0,10/3/2022,Cash,1 to 2
4067,Tie,24.0,5/6/2023,Cash,3 to 4
3987,Sun Hat,,8/1/2023,Credit Card,1 to 2
4055,Romper,69.0,9/17/2023,Credit Card,4 to 5
4072,Sandals,197.0,11/28/2022,Credit Card,4 to 5
4037,Tunic,157.0,8/5/2023,Credit Card,2 to 3
4053,Sun Hat,182.0,4/17/2023,Cash,2 to 3
4070,Raincoat,70.0,11/27/2022,Cash,2 to 3
4074,Swimsuit,46.0,12/28/2022,Cash,2 to 3
3966,Bowtie,143.0,5/31/2023,Cash,1 to 2
3965,Handbag,86.0,4/27/2023,Cash,1 to 2
4002,Romper,152.0,4/20/2023,Cash,4 to 5
4099,Shorts,198.0,12/8/2022,Cash,3 to 4
4034,Belt,170.0,10/9/2022,Cash,3 to 4
3999,Jacket,152.0,7/14/2023,Cash,2 to 3
4082,Onesie,98.0,10/18/2022,Cash,1 to 2
4067,Tie,181.0,6/30/2023,Cash,1 to 2
3991,Flannel Shirt,144.0,12/9/2022,Cash,2 to 3
4036,Trench Coat,116.0,10/10/2022,Credit Card,4 to 5
4056,Jeans,86.0,2/1/2023,Cash,1 to 2
4081,Coat,147.0,8/17/2023,Credit Card,3 to 4
3985,Loafers,67.0,12/2/2022,Cash,2 to 3
4102,Sneakers,191.0,5/23/2023,Cash,1 to 2
4082,Tank Top,,10/31/2022,Cash,3 to 4
4098,Blouse,24.0,8/23/2023,Credit Card,3 to 4
4095,Cardigan,116.0,12/30/2022,Cash,3 to 4
4103,Dress,44.0,5/5/2023,Cash,1 to 2
4077,Sunglasses,75.0,1/9/2023,Credit Card,4 to 5
4078,Sweater,175.0,9/11/2023,Credit Card,2 to 3
4100,Tank Top,,2/14/2023,Cash,4 to 5
3997,Socks,104.0,2/22/2023,Credit Card,4 to 5
4086,Poncho,,2/16/2023,Cash,4 to 5
3971,Vest,58.0,1/21/2023,Cash,3 to 4
4057,Kimono,,3/17/2023,Credit Card,3 to 4
4024,Umbrella,164.0,8/2/2023,Cash,1 to 2
4083,Polo Shirt,28.0,4/15/2023,Credit Card,No Rating
4108,Trench Coat,,8/20/2023,Credit Card,1 to 2
4053,Jacket,195.0,8/31/2023,Cash,2 to 3
4114,Coat,65.0,1/4/2023,Cash,1 to 2
4047,Bowtie,95.0,8/26/2023,Cash,1 to 2
4029,Tunic,13.0,2/8/2023,Credit Card,2 to 3
4039,Trench Coat,58.0,3/22/2023,Cash,3 to 4
3972,Pajamas,40.0,6/26/2023,Cash,2 to 3
3964,Sun Hat,132.0,9/15/2023,Credit Card,2 to 3
4108,Jumpsuit,188.0,6/7/2023,Credit Card,3 to 4
3968,Pajamas,62.0,10/5/2022,Cash,1 to 2
3989,Vest,71.0,11/12/2022,Credit Card,3 to 4
4050,Loafers,82.0,1/1/2023,Cash,1 to 2
4046,Sneakers,146.0,10/7/2022,Credit Card,2 to 3
4106,Scarf,88.0,3/2/2023,Cash,3 to 4
3963,Hat,141.0,9/5/2023,Credit Card,4 to 5
4117,T-shirt,129.0,9/3/2023,Credit Card,1 to 2
4044,Coat,,12/14/2022,Cash,3 to 4
4054,Sunglasses,130.0,3/3/2023,Cash,2 to 3
3981,Scarf,91.0,12/24/2022,Credit Card,1 to 2
4066,Slippers,104.0,9/3/2023,Credit Card,No Rating
4045,Tank Top,21.0,4/11/2023,Cash,4 to 5
4048,T-shirt,66.0,1/20/2023,Cash,3 to 4
4062,Trench Coat,14.0,4/28/2023,Credit Card,4 to 5
4046,Overalls,159.0,8/3/2023,Credit Card,4 to 5
3971,Trench Coat,116.0,10/11/2022,Credit Card,4 to 5
4019,Romper,60.0,7/28/2023,Cash,4 to 5
4020,Camisole,107.0,11/17/2022,Cash,No Rating
4017,Flannel Shirt,72.0,12/20/2022,Credit Card,2 to 3
4122,Sandals,177.0,1/24/2023,Cash,1 to 2
4036,Blazer,96.0,5/24/2023,Cash,4 to 5
4108,Gloves,135.0,4/6/2023,Credit Card,4 to 5
3978,Cardigan,174.0,2/6/2023,Credit Card,3 to 4
3973,Romper,127.0,10/6/2022,Cash,1 to 2
4035,Sneakers,,1/3/2023,Cash,4 to 5
3986,Sun Hat,53.0,7/11/2023,Cash,No Rating
4043,Shorts,,2/15/2023,Cash,2 to 3
4000,Coat,57.0,7/20/2023,Cash,4 to 5
3962,Gloves,148.0,5/21/2023,Cash,2 to 3
4094,Dress,25.0,4/27/2023,Cash,4 to 5
4040,Polo Shirt,29.0,9/27/2023,Cash,4 to 5
3966,Boots,181.0,11/1/2022,Credit Card,No Rating
4074,Cardigan,,2/6/2023,Cash,2 to 3
4065,Dress,,8/10/2023,Cash,2 to 3
4102,Handbag,,4/12/2023,Cash,No Rating
4088,Pants,27.0,8/30/2023,Cash,3 to 4
4064,Sneakers,12.0,5/19/2023,Credit Card,1 to 2
4025,Blouse,126.0,10/2/2022,Cash,1 to 2
3962,Sneakers,168.0,12/8/2022,Cash,3 to 4
4077,Sweater,167.0,3/1/2023,Credit Card,1 to 2
4107,Backpack,178.0,2/3/2023,Cash,4 to 5
3962,Boots,11.0,4/12/2023,Credit Card,1 to 2
4038,Scarf,115.0,3/13/2023,Cash,3 to 4
4053,Polo Shirt,,12/9/2022,Credit Card,4 to 5
4103,Shorts,80.0,9/20/2023,Credit Card,4 to 5
4056,T-shirt,83.0,3/8/2023,Cash,2 to 3
4039,Backpack,,10/23/2022,Cash,3 to 4
